COMPOUND_ID,SMILES,product_inchikey,source_library,reaction_type,route_class,acid_fragment_id,acid_fragment_smiles,acid_role,acid_library_type,acid_avg_attribution,acid_activity_rate,handle_origin_acid,acid_state,amine_fragment_id,amine_fragment_smiles,amine_role,amine_library_type,amine_avg_attribution,amine_activity_rate,handle_origin_amine,amine_state,novel_vs_pathogen_train,novel_vs_union_train,MW,LogP,TPSA,HBA,HBD,AromRings,RotBonds,QED,SA_score,design_score,rank_within_library,product_linkage_type
CMPD_014,CN(C=S)[NH:5][C:1](=O)NCCN(O)Cc1ccccc1,YDLKNJLIZXTTPQ-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,18957,CN(N)C=S,substituent,SA,0.2466,100.0,native_amine,neutral,True,True,282.369,0.9809999999999997,67.84,4,3,1,7,0.5137217165593233,3.0502181742937484,2.100956,14,amide
CMPD_015,O=[C:1](NCCN(O)Cc1ccccc1)[NH:5]CCC1CCCCC1,KYIOSMKUTRNTFG-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,13673,NCCC1CCCCC1,substituent,SA,0.2962,100.0,native_amine,neutral,True,True,319.44900000000024,3.147400000000001,64.60000000000001,3,3,1,8,0.6449958843045214,2.2906566501265324,2.086256,15,amide
CMPD_016,O=[C:1](NCCN(O)Cc1ccccc1)[NH:5]c1ccc2c(c1)CCC2,GFCREMKOLFZWSQ-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,1894,Nc1ccc2c(c1)CCC2,substituent,SA,0.2929,91.3,native_amine,neutral,True,True,325.4120000000002,3.188200000000002,64.60000000000001,3,3,2,6,0.714774732275643,2.2225903864075995,2.080763,16,amide
CMPD_017,CC(=O)NC[CH][C@H](CO)N[C:1](=O)[NH:5]c1ccc2c(c1)CCC2,JMUWWGCPZUTHFT-OAHLLOKOSA-N,SA,amide,C,12522,CC(=O)NC[C@@H]1OC(=O)N[C@H]1CO,substituent,SA,0.1464,100.0,latent_ester,latent,1894,Nc1ccc2c(c1)CCC2,substituent,SA,0.2929,91.3,native_amine,neutral,True,True,304.3700000000001,0.99809,90.46,3,4,1,6,0.6317502459761796,3.2088879665676533,2.053837,17,urea
CMPD_018,CC(=O)NC[CH][C@H](CO)N[C:1](=O)[NH:5]CCC1CCCCC1,BMMSUILUZBSDAZ-CQSZACIVSA-N,SA,amide,C,12522,CC(=O)NC[C@@H]1OC(=O)N[C@H]1CO,substituent,SA,0.1464,100.0,latent_ester,latent,13673,NCCC1CCCCC1,substituent,SA,0.2962,100.0,native_amine,neutral,True,True,298.4070000000001,0.9572899999999998,90.46,3,4,0,8,0.5377639495198584,3.3153417369838616,2.018529,18,urea
CMPD_019,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[NH:5]N(C)C=S,CLQVUBFJSSEWEM-UHFFFAOYSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,18957,CN(N)C=S,substituent,SA,0.2466,100.0,native_amine,neutral,True,True,444.5120000000001,2.8563600000000013,108.76,5,4,2,9,0.2058630895840763,3.701243070118236,2.010407,19,urea
CMPD_020,Cc1ncsc1-c1ccnc(NC(=N)[NH:5][C:1](C)=O)n1,SXMSLXYDFULTPM-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,16658,Cc1ncsc1-c1ccnc(NC(=N)N)n1,substituent,SA,0.1963,100.0,native_amine,neutral,True,True,276.32500000000005,1.3912899999999997,103.65,6,3,2,2,0.5677821661746812,3.129371149620308,2.004458,20,amide
CMPD_021,C[C:1](=O)[NH:5]c1c[nH]c2ccccc12,RROJHIZQOZNMSH-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,13012,Nc1c[nH]c2ccccc12,substituent,SA,0.2332,100.0,native_amine,neutral,True,True,174.203,2.1263,44.89,1,2,2,1,0.6829885646571517,1.846305030674108,1.970891,21,amide
CMPD_022,CC(C)CCn1cc(NC=O)cc1C(=O)NCCC(=N)[NH:5][C:1](C)=O,YRFDGPQXOOXOMT-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,17700,CC(C)CCn1cc(NC=O)cc1C(=O)NCCC(=N)N,substituent,SA,0.3238,100.0,native_amine,neutral,True,True,335.408,1.3357699999999997,116.08,5,4,1,9,0.3098148957879608,3.0904595495521496,1.958672,22,amide
CMPD_023,O=C1NC[C@H](C[N:5](c2ccon2)[C:1](=O)NCCN(O)Cc2ccccc2)O1,SBLRNYKJWXYNNH-CQSZACIVSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,17972,O=C1NC[C@H](CNc2ccon2)O1,substituent,SA,0.1194,100.0,native_amine,neutral,True,True,375.3850000000001,1.1904,120.17,7,3,2,8,0.5928353642191797,3.6132248907455455,1.931396,23,amide
CMPD_024,COc1ccc2ncc(F)c(C[C@H](O)[C@H]3OC[C@H]([N:5](C)[C:1](=O)NCCN(O)Cc4ccccc4)CO3)c2n1,ZXLUMKDJOPRSOR-PZGSVQSZSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,14487,CN[C@H]1CO[C@H]([C@@H](O)Cc2c(F)cnc3ccc(OC)nc23)OC1,substituent,SA,0.1387,100.0,native_amine,neutral,True,True,529.5690000000002,1.9552,129.51,9,3,3,10,0.3375971057085854,3.8685557044728487,1.926877,24,amide
CMPD_025,O=[C:1](NCCN(O)Cc1ccccc1)[NH:5]CCCNc1cc(O)c2ccccc2n1,ACBFPSWCIQJHOE-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,18439,NCCCNc1cc(O)c2ccccc2n1,substituent,SA,0.1873,100.0,native_amine,neutral,True,True,409.4900000000001,2.9330000000000007,109.75,6,5,3,10,0.2601760677806681,2.561750955815114,1.921442,25,amide
CMPD_026,COc1ccc2ncc(F)c(C[C@H](O)[C@H]3OC[C@H]([N:5](C)[C:1](=O)NCCN(O)Cc4ccccc4)CO3)c2c1,HEVBIGWEVSCOFE-CNVLFFCLSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,19582,CN[C@H]1CO[C@H]([C@@H](O)Cc2c(F)cnc3ccc(OC)cc23)OC1,substituent,SA,0.2318,100.0,native_amine,neutral,True,True,528.5810000000002,2.5602,116.62,8,3,3,10,0.3440639665560581,3.7470172429343886,1.843514,26,amide
CMPD_027,C[C:1](=O)[N:5]1CCN(c2c(F)cccc2F)CCN1C(=O)CO,BFQOTIQHWFVFON-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,1926,O=C(CO)N1CCN(c2c(F)cccc2F)CCN1,substituent,SA,0.2664,100.0,native_amine,neutral,True,True,313.3040000000001,0.3692000000000002,64.09,4,1,1,2,0.8566977535921618,2.714199511032911,1.822393,27,amide
CMPD_028,COc1ccc2nccc(CC[C@H]3OC[C@H]([N:5](C)[C:1](=O)N[C@H]([CH]CNC(C)=O)CO)CO3)c2c1,FDLISHMCOVOGDU-DNVFCKCGSA-N,SA,amide,C,12522,CC(=O)NC[C@@H]1OC(=O)N[C@H]1CO,substituent,SA,0.1464,100.0,latent_ester,latent,14294,CN[C@H]1CO[C@H](CCc2ccnc3ccc(OC)cc23)OC1,substituent,SA,0.2403,100.0,native_amine,neutral,True,True,473.5500000000002,1.2601900000000006,122.25,7,3,2,10,0.4748538334093155,3.847902432573145,1.81622,28,urea
CMPD_029,C[C:1](=O)[NH:5]S(=O)(=O)Nc1ccccc1,WSAAPSIREWTQGC-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,10345,NS(=O)(=O)Nc1ccccc1,substituent,SA,0.174,100.0,native_amine,neutral,True,True,214.24600000000004,0.4793999999999996,75.27,3,2,1,3,0.7680085895207651,1.997234836704284,1.771715,29,amide
CMPD_030,C[C:1](=O)[NH:5]CCC1CCCCC1,KWIVFXLWMSMNFZ-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,13673,NCCC1CCCCC1,substituent,SA,0.2962,100.0,native_amine,neutral,True,True,169.26799999999997,2.0929,29.1,1,1,0,3,0.6883488299653465,1.836009887199694,1.76472,30,amide
CMPD_031,C[C:1](=O)[NH:5]c1ccc2c(c1)CCC2,WOYOJAPRKMBKEU-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,1894,Nc1ccc2c(c1)CCC2,substituent,SA,0.2929,91.3,native_amine,neutral,True,True,175.23099999999994,2.1337,29.1,1,1,1,1,0.6956760837844654,1.677003991173068,1.759227,31,amide
CMPD_032,COc1ccc2nccc(CC[C@H]3OC[C@H]([N:5](C)[C:1](=O)NCCN(O)Cc4ccccc4)CO3)c2c1,OTGJQSNGXHQSPP-PGWJBFNOSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,14294,CN[C@H]1CO[C@H](CCc2ccnc3ccc(OC)cc23)OC1,substituent,SA,0.2403,100.0,native_amine,neutral,True,True,494.5920000000002,3.4503000000000013,96.39,7,2,3,10,0.4169067941422183,3.050147789936675,1.75317,32,amide
CMPD_033,Cc1ncsc1-c1ccnc(NC(=N)[NH:5][C:1](=O)NCCN(O)Cc2ccccc2)n1,NUCDRYXMQANXBV-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,16658,Cc1ncsc1-c1ccnc(NC(=N)N)n1,substituent,SA,0.1963,100.0,native_amine,neutral,True,True,426.5060000000002,2.44579,139.14999999999998,8,5,3,7,0.2220734593779862,3.144990669589712,1.730507,33,amide
CMPD_034,CC(=O)NC[CH][C@H](CO)N[C:1](=O)[NH:5]c1c[nH]c2ccccc12,XZLLGTASPURCOM-LLVKDONJSA-N,SA,amide,C,12522,CC(=O)NC[C@@H]1OC(=O)N[C@H]1CO,substituent,SA,0.1464,100.0,latent_ester,latent,13012,Nc1c[nH]c2ccccc12,substituent,SA,0.2332,100.0,native_amine,neutral,True,True,303.34200000000004,0.9906899999999996,106.25,3,5,2,6,0.5491646331938166,3.306635112969639,1.712033,34,urea
CMPD_035,O=S(=O)(Nc1ccc(-n2ccc(C(F)(F)F)n2)cc1)[NH:5][C:1](=O)NCCN(O)Cc1ccccc1,FLLJPUYLBJAQGL-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,10346,NS(=O)(=O)Nc1ccc(-n2ccc(C(F)(F)F)n2)cc1,substituent,SA,0.1619,100.0,native_amine,neutral,True,True,498.4870000000002,2.7384000000000013,128.59,7,4,3,9,0.3360508378985811,2.819735424406824,1.670049,35,amide
CMPD_036,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[N:5]1C[C@@H]2C(C#N)[C@@H]2C1,IHROXQQECPUGCU-FRIKZZABSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,18890,N#CC1[C@H]2CNC[C@@H]12,substituent,SA,0.2717,100.0,native_amine,neutral,True,True,462.5050000000002,3.164140000000001,120.52,5,3,2,7,0.4323111205583868,4.500419460982382,1.654734,36,urea
CMPD_037,C[C:1](=O)[N:5](C(=S)NC(=O)c1ccc(CS)cc1)c1c(Cl)cccc1Cl,MSSRZEJUNYGDTK-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,1802,O=C(NC(=S)Nc1c(Cl)cccc1Cl)c1ccc(CS)cc1,substituent,SA,0.3236,100.0,native_amine,neutral,True,True,413.3510000000001,4.491000000000002,49.41,4,2,2,3,0.5759795434040795,2.656144901335013,1.625422,37,amide
CMPD_038,CC(=O)NC[CH][C@H](CO)N[C:1](=O)[N:5](C)CCCNc1nc2ccccc2[nH]1,YNBKXMOKBFRJSB-CQSZACIVSA-N,SA,amide,C,12522,CC(=O)NC[C@@H]1OC(=O)N[C@H]1CO,substituent,SA,0.1464,100.0,latent_ester,latent,17916,CNCCCNc1nc2ccccc2[nH]1,substituent,SA,0.3678,100.0,native_amine,neutral,True,True,375.453,0.7075900000000005,122.38,5,5,2,10,0.3915172371456278,3.474896441664262,1.535694,38,urea
CMPD_039,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[NH:5]C(N)NC(C)C,KUIOIBQZBBCBKZ-UHFFFAOYSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,15990,CC(C)NC(N)N,substituent,SA,0.3247,100.0,native_amine,neutral,True,True,457.53000000000014,2.29266,143.57000000000002,6,6,2,10,0.1842924781242998,3.938327193240557,1.532828,39,urea
CMPD_040,C[C:1](=O)[N:5](C[C@H]1CNC(=O)O1)c1ccon1,KOEGMNMNCQQGPR-SSDOTTSWSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,17972,O=C1NC[C@H](CNc2ccon2)O1,substituent,SA,0.1194,100.0,native_amine,neutral,True,True,225.204,0.1358999999999995,84.67,5,1,1,3,0.7901967468220218,3.703199238575383,1.502027,40,amide
CMPD_041,CNC(=O)C[C@H](CCCCN)[NH:5][C:1](=O)NCCN(O)Cc1ccccc1,PJGWLLHLWNEMJO-INIZCTEOSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,15602,CNC(=O)C[C@@H](N)CCCCN,substituent,SA,0.3652,100.0,native_amine,neutral,True,True,365.47800000000007,0.8107000000000035,119.72,5,5,1,12,0.2773281906309043,3.0408617490026195,1.497778,41,amide
CMPD_042,C[C:1](=O)[N:5]1CCNN(C(=O)CO)CC1,HRQIFRSDYWURGY-UHFFFAOYSA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,1928,O=C(CO)N1CCNCCN1,substituent,SA,0.1032,100.0,native_amine,neutral,True,True,201.226,-1.8259999999999983,72.88000000000001,4,2,0,1,0.523409674638763,2.8967793711172405,1.474798,42,amide
CMPD_043,O=C(NC(=S)[N:5](c1c(Cl)cccc1Cl)[C:1](=O)NCCN(O)Cc1ccccc1)c1ccc(CS)cc1,ORSJALRTRNVTHP-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,1802,O=C(NC(=S)Nc1c(Cl)cccc1Cl)c1ccc(CS)cc1,substituent,SA,0.3236,100.0,native_amine,neutral,True,True,563.5320000000004,5.545500000000004,84.91000000000001,6,4,3,8,0.1642851644079705,2.9698041772470045,1.459037,43,amide
CMPD_044,CC(C)NC(N)[NH:5][C:1](=O)NCCN(O)Cc1ccccc1,FZYVCHUGGXNFDR-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,15990,CC(C)NC(N)N,substituent,SA,0.3247,100.0,native_amine,neutral,True,True,295.387,0.4173000000000029,102.65,5,5,1,8,0.353170520884657,3.182115922120758,1.453451,44,amide
CMPD_045,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[N:5](C)c1ccon1,QCLUJNQGPNEJKT-UHFFFAOYSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,17974,CNc1ccon1,substituent,SA,0.2835,100.0,native_amine,neutral,True,True,452.4660000000002,3.5871600000000026,122.76,6,3,3,8,0.3560946709666916,3.5768791724884217,1.438455,45,urea
CMPD_046,O=C(CO)N1CC[N:5]([C:1](=O)NCCN(O)Cc2ccccc2)CCN1,OGMIWRZXOBDJPX-UHFFFAOYSA-N,SA,amide,B,1187,CC(C)(C)OC(=O)NCCN(O)Cc1ccccc1,substituent,SA,0.3506,71.43,latent_ester,latent,1928,O=C(CO)N1CCNCCN1,substituent,SA,0.1032,100.0,native_amine,neutral,True,True,351.4070000000001,-0.7714999999999972,108.38,6,4,1,6,0.5013651474183348,2.8939535113662416,1.433451,46,amide
CMPD_047,CNC(=O)C[C@H](CCCCN)[NH:5][C:1](C)=O,FXDOFVNDJVBESL-VIFPVBQESA-N,SA,amide,B,12894,CC(=O)OCc1ccoc1,substituent,SA,0.1,87.5,latent_ester,latent,15602,CNC(=O)C[C@@H](N)CCCCN,substituent,SA,0.3652,100.0,native_amine,neutral,True,True,215.297,-0.2437999999999989,84.22,3,3,0,7,0.5122361611401781,2.791622728184814,1.415309,47,amide
CMPD_048,CC(=O)NC[CH][C@H](CO)N[C:1](=O)[NH:5]N(C)C=S,AZDQQSXABUBMKQ-MRVPVSSYSA-N,SA,amide,C,12522,CC(=O)NC[C@@H]1OC(=O)N[C@H]1CO,substituent,SA,0.1464,100.0,latent_ester,latent,18957,CN(N)C=S,substituent,SA,0.2466,100.0,native_amine,neutral,True,True,261.327,-1.209109999999998,93.7,4,4,0,7,0.3407704735588609,4.46647426814453,1.403984,48,urea
CMPD_049,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[NH:5]Cc1nccs1,FUVZSPATUNZCDT-UHFFFAOYSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,17229,NCc1nccs1,substituent,SA,0.3091,100.0,native_amine,neutral,True,True,468.53400000000016,3.709060000000002,118.41,6,4,3,9,0.2827699072095437,3.318288688078021,1.395335,49,urea
CMPD_050,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[NH:5]CCC1CCCCC1,DRACVWPRLWNSPR-UHFFFAOYSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,13673,NCCC1CCCCC1,substituent,SA,0.2962,100.0,native_amine,neutral,True,True,481.5920000000004,5.022760000000004,105.52,4,4,2,10,0.2827051302711484,3.2012483285235938,1.389087,50,urea
CMPD_051,CC(=O)NC[CH]CN(c1ccc(-c2ccc(C=N)c(O)c2)c(F)c1)[C:1](=O)[NH:5]c1ccc2c(c1)CCC2,LFYVWYWTCLVZBC-UHFFFAOYSA-N,SA,amide,C,14072,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(C=N)c(O)c3)c(F)c2)C(=O)O1,substituent,SA,0.1249,100.0,latent_ester,latent,1894,Nc1ccc2c(c1)CCC2,substituent,SA,0.2929,91.3,native_amine,neutral,True,True,487.5550000000003,5.063560000000004,105.52,4,4,3,8,0.263502715987253,3.146548059689546,1.374179,51,urea
